Version,Subject,Time Step,EnvirInFlow,EnvirOutFlow,UserInFlow,UserOutFlow,AmountInTank,Goal
Non Linear decrease,t65,11,9.771,0.000,8.000,20.000,6.762,4.000
Non Linear decrease,t65,12,9.747,0.000,9.000,20.000,5.509,4.000
Non Linear decrease,t65,13,9.722,0.000,9.000,20.000,4.231,4.000
Non Linear decrease,t65,14,9.698,0.000,10.000,21.000,2.929,4.000
Non Linear decrease,t65,15,9.672,0.000,20.000,9.000,23.601,4.000
Non Linear decrease,t65,16,9.647,0.000,7.000,30.000,10.248,4.000
Non Linear decrease,t65,17,9.621,0.000,7.000,30.000,-3.131,4.000
Non Linear decrease,t65,18,9.595,0.000,0.000,0.000,6.465,4.000
Non Linear decrease,t65,19,9.569,0.000,0.000,3.000,13.034,4.000
Non Linear decrease,t65,20,9.542,0.000,0.000,10.000,12.576,4.000
Non Linear decrease,t65,21,9.515,0.000,0.000,20.000,2.092,4.000
Non Linear decrease,t65,22,9.488,0.000,0.000,5.000,6.580,4.000
Non Linear decrease,t65,23,9.460,0.000,0.000,12.000,4.040,4.000
Non Linear decrease,t65,24,9.432,0.000,0.000,9.500,3.973,4.000
Non Linear decrease,t65,25,9.404,0.000,0.000,9.400,3.977,4.000
Non Linear decrease,t65,26,9.375,0.000,0.000,9.450,3.902,4.000
Non Linear decrease,t65,27,9.346,0.000,1.000,9.700,4.548,4.000
Non Linear decrease,t65,28,9.317,0.000,0.000,9.500,4.365,4.000
Non Linear decrease,t65,29,9.287,0.000,0.000,9.700,3.952,4.000
Non Linear decrease,t65,30,9.256,0.000,0.000,9.200,4.008,4.000
Non Linear decrease,t65,31,9.225,0.000,0.000,9.250,3.983,4.000
Non Linear decrease,t65,32,9.194,0.000,0.000,9.200,3.978,4.000
Non Linear decrease,t65,33,9.163,0.000,0.000,9.190,3.950,4.000
Non Linear decrease,t65,34,9.130,0.000,0.000,9.000,4.081,4.000
Non Linear decrease,t65,35,9.098,0.000,0.000,9.100,4.078,4.000
Non Linear decrease,t65,36,9.065,0.000,0.000,9.120,4.023,4.000
Non Linear decrease,t65,37,9.031,0.000,0.000,9.120,3.934,4.000
Non Linear decrease,t65,38,8.997,0.000,0.000,9.000,3.931,4.000
Non Linear decrease,t65,39,8.962,0.000,0.000,8.800,4.092,4.000
Non Linear decrease,t65,40,8.927,0.000,0.000,8.900,4.119,4.000
Non Linear decrease,t65,41,8.891,0.000,0.000,8.940,4.070,4.000
Non Linear decrease,t65,42,8.854,0.000,0.000,8.950,3.974,4.000
Non Linear decrease,t65,43,8.817,0.000,0.000,8.800,3.991,4.000
Non Linear decrease,t65,44,8.779,0.000,0.000,8.800,3.971,4.000
Non Linear decrease,t65,45,8.741,0.000,0.000,8.700,4.012,4.000
Non Linear decrease,t65,46,8.702,0.000,0.000,8.700,4.013,4.000
Non Linear decrease,t65,47,8.662,0.000,0.000,8.680,3.995,4.000
Non Linear decrease,t65,48,8.621,0.000,0.000,8.620,3.997,4.000
Non Linear decrease,t65,49,8.580,0.000,0.000,8.590,3.987,4.000
Non Linear decrease,t65,50,8.538,0.000,0.000,8.560,3.965,4.000
Non Linear decrease,t65,51,8.495,0.000,0.000,8.550,3.909,4.000
Non Linear decrease,t65,52,8.451,0.000,0.000,8.400,3.960,4.000
Non Linear decrease,t65,53,8.406,0.000,0.000,8.400,3.967,4.000
Non Linear decrease,t65,54,8.360,0.000,0.000,8.380,3.947,4.000
Non Linear decrease,t65,55,8.314,0.000,0.000,8.300,3.961,4.000
Non Linear decrease,t65,56,8.266,0.000,0.000,8.280,3.947,4.000
Non Linear decrease,t65,57,8.217,0.000,0.000,8.200,3.964,4.000
Non Linear decrease,t65,58,8.167,0.000,0.000,8.180,3.952,4.000
Non Linear decrease,t65,59,8.116,0.000,0.000,8.100,3.968,4.000
Non Linear decrease,t65,60,8.064,0.000,0.000,8.000,4.032,4.000
Non Linear decrease,t65,61,8.010,0.000,0.000,8.000,4.042,4.000
Non Linear decrease,t65,62,7.955,0.000,0.000,8.000,3.997,4.000
Non Linear decrease,t65,63,7.899,0.000,0.000,7.940,3.956,4.000
Non Linear decrease,t65,64,7.841,0.000,0.000,7.850,3.947,4.000
Non Linear decrease,t65,65,7.782,0.000,0.000,7.800,3.929,4.000
Non Linear decrease,t65,66,7.720,0.000,0.000,7.800,3.849,4.000
Non Linear decrease,t65,67,7.657,0.000,0.000,7.650,3.857,4.000
Non Linear decrease,t65,68,7.593,0.000,0.000,7.400,4.049,4.000
Non Linear decrease,t65,69,7.526,0.000,0.000,7.550,4.025,4.000
Non Linear decrease,t65,70,7.457,0.000,0.000,7.480,4.002,4.000
Non Linear decrease,t65,71,7.386,0.000,0.000,7.400,3.987,4.000
Non Linear decrease,t65,72,7.312,0.000,0.000,7.370,3.929,4.000
Non Linear decrease,t65,73,7.236,0.000,0.000,7.250,3.915,4.000
Non Linear decrease,t65,74,7.157,0.000,0.000,7.150,3.922,4.000
Non Linear decrease,t65,75,7.075,0.000,0.000,7.050,3.947,4.000
Non Linear decrease,t65,76,6.990,0.000,0.000,7.000,3.936,4.000
Non Linear decrease,t65,77,6.901,0.000,0.000,6.850,3.988,4.000
Non Linear decrease,t65,78,6.809,0.000,0.000,6.800,3.996,4.000
Non Linear decrease,t65,79,6.712,0.000,0.000,6.700,4.008,4.000
Non Linear decrease,t65,80,6.611,0.000,0.000,6.600,4.019,4.000
Non Linear decrease,t65,81,6.505,0.000,0.000,6.530,3.995,4.000
Non Linear decrease,t65,82,6.394,0.000,0.000,6.400,3.988,4.000
Non Linear decrease,t65,83,6.276,0.000,0.000,6.280,3.985,4.000
Non Linear decrease,t65,84,6.152,0.000,0.000,6.170,3.967,4.000
Non Linear decrease,t65,85,6.021,0.000,0.000,6.000,3.988,4.000
Non Linear decrease,t65,86,5.880,0.000,0.000,5.900,3.968,4.000
Non Linear decrease,t65,87,5.731,0.000,0.000,5.750,3.949,4.000
Non Linear decrease,t65,88,5.570,0.000,0.000,5.680,3.838,4.000
Non Linear decrease,t65,89,5.396,0.000,0.000,5.400,3.834,4.000
Non Linear decrease,t65,90,5.207,0.000,0.000,5.100,3.941,4.000
Non Linear decrease,t65,91,5.000,0.000,0.000,5.050,3.891,4.000
Non Linear decrease,t65,92,4.771,0.000,0.000,4.700,3.962,4.000
Non Linear decrease,t65,93,4.515,0.000,0.000,4.500,3.978,4.000
Non Linear decrease,t65,94,4.225,0.000,0.000,4.200,4.003,4.000
Non Linear decrease,t65,95,3.891,0.000,0.000,4.000,3.894,4.000
Non Linear decrease,t65,96,3.495,0.000,0.000,3.500,3.889,4.000
Non Linear decrease,t65,97,3.010,0.000,0.000,3.000,3.899,4.000
Non Linear decrease,t65,98,2.386,0.000,0.000,2.300,3.985,4.000
Non Linear decrease,t65,99,1.505,0.000,0.000,1.800,3.690,4.000
Non Linear decrease,t65,100,0.000,0.000,0.000,0.200,3.490,4.000
Non Linear decrease,t67,1,10.000,0.000,3.000,0.000,15.000,4.000
Non Linear decrease,t67,2,9.978,0.000,1.000,3.000,22.978,4.000
Non Linear decrease,t67,3,9.956,0.000,1.000,7.000,26.934,4.000
Non Linear decrease,t67,4,9.934,0.000,1.000,30.000,7.868,4.000
Non Linear decrease,t67,5,9.911,0.000,0.000,13.800,3.980,4.000
Non Linear decrease,t67,6,9.889,0.000,0.000,9.969,3.900,4.000
Non Linear decrease,t67,7,9.866,0.000,0.000,9.876,3.890,4.000
Non Linear decrease,t67,8,9.842,0.000,0.000,9.882,3.850,4.000
Non Linear decrease,t67,9,9.819,0.000,0.000,9.684,3.985,4.000
Non Linear decrease,t67,10,9.795,0.000,0.000,9.800,3.980,4.000
Non Linear decrease,t67,11,9.771,0.000,0.000,9.890,3.862,4.000
Non Linear decrease,t67,12,9.747,0.000,0.000,9.727,3.882,4.000
Non Linear decrease,t67,13,9.722,0.000,0.000,9.723,3.881,4.000
Non Linear decrease,t67,14,9.698,0.000,0.000,9.580,3.999,4.000
Non Linear decrease,t67,15,9.672,0.000,0.000,9.680,3.991,4.000
Non Linear decrease,t67,16,9.647,0.000,0.000,9.748,3.890,4.000
Non Linear decrease,t67,17,9.621,0.000,0.000,9.621,3.890,4.000
Non Linear decrease,t67,18,9.595,0.000,0.000,9.595,3.890,4.000
Non Linear decrease,t67,19,9.569,0.000,0.000,9.515,3.944,4.000
Non Linear decrease,t67,20,9.542,0.000,0.000,9.500,3.986,4.000
Non Linear decrease,t67,21,9.515,0.000,0.000,9.652,3.850,4.000
Non Linear decrease,t67,22,9.488,0.000,0.000,9.478,3.860,4.000
Non Linear decrease,t67,23,9.460,0.000,0.000,9.433,3.888,4.000
Non Linear decrease,t67,24,9.432,0.000,0.000,9.327,3.993,4.000
Non Linear decrease,t67,25,9.404,0.000,0.000,9.410,3.987,4.000
Non Linear decrease,t67,26,9.375,0.000,0.000,9.370,3.992,4.000
Non Linear decrease,t67,27,9.346,0.000,0.000,9.360,3.978,4.000
Non Linear decrease,t67,28,9.317,0.000,0.000,9.310,3.985,4.000
Non Linear decrease,t67,29,9.287,0.000,0.000,9.300,3.972,4.000
Non Linear decrease,t67,30,9.256,0.000,0.000,9.240,3.988,4.000
Non Linear decrease,t67,31,9.225,0.000,0.000,9.230,3.983,4.000
Non Linear decrease,t67,32,9.194,0.000,0.000,9.190,3.988,4.000
Non Linear decrease,t67,33,9.163,0.000,0.000,9.160,3.990,4.000
Non Linear decrease,t67,34,9.130,0.000,0.000,9.130,3.991,4.000
Non Linear decrease,t67,35,9.098,0.000,0.000,9.100,3.988,4.000
Non Linear decrease,t67,36,9.065,0.000,0.000,9.070,3.983,4.000
Non Linear decrease,t67,37,9.031,0.000,0.000,9.010,4.004,4.000
Non Linear decrease,t67,38,8.997,0.000,0.000,9.000,4.001,4.000
Non Linear decrease,t67,39,8.962,0.000,0.000,8.970,3.992,4.000
Non Linear decrease,t67,40,8.927,0.000,0.000,8.930,3.989,4.000
Non Linear decrease,t67,41,8.891,0.000,0.000,8.900,3.980,4.000
Non Linear decrease,t67,42,8.854,0.000,0.000,8.840,3.994,4.000
Non Linear decrease,t67,43,8.817,0.000,0.000,8.810,4.001,4.000
Non Linear decrease,t67,44,8.779,0.000,0.000,8.790,3.991,4.000
Non Linear decrease,t67,45,8.741,0.000,0.000,8.760,3.972,4.000
Non Linear decrease,t67,46,8.702,0.000,0.000,8.690,3.983,4.000
Non Linear decrease,t67,47,8.662,0.000,0.000,8.650,3.995,4.000
Non Linear decrease,t67,48,8.621,0.000,0.000,8.630,3.987,4.000
Non Linear decrease,t67,49,8.580,0.000,0.000,8.590,3.977,4.000
Non Linear decrease,t67,50,8.538,0.000,0.000,8.520,3.995,4.000
Non Linear decrease,t67,51,8.495,0.000,0.000,8.520,3.969,4.000
Non Linear decrease,t67,52,8.451,0.000,0.000,8.440,3.980,4.000
Non Linear decrease,t67,53,8.406,0.000,0.000,8.400,3.987,4.000
Non Linear decrease,t67,54,8.360,0.000,0.000,8.360,3.987,4.000
Non Linear decrease,t67,55,8.314,0.000,0.000,8.310,3.991,4.000
Non Linear decrease,t67,56,8.266,0.000,0.000,8.270,3.987,4.000
Non Linear decrease,t67,57,8.217,0.000,0.000,8.220,3.984,4.000
Non Linear decrease,t67,58,8.167,0.000,0.000,8.160,3.992,4.000
Non Linear decrease,t67,59,8.116,0.000,0.000,8.110,3.998,4.000
Non Linear decrease,t67,60,8.064,0.000,0.000,8.070,3.992,4.000
Non Linear decrease,t67,61,8.010,0.000,0.000,8.000,4.002,4.000
Non Linear decrease,t67,62,7.955,0.000,0.000,7.950,4.007,4.000
Non Linear decrease,t67,63,7.899,0.000,0.000,7.910,3.996,4.000
Non Linear decrease,t67,64,7.841,0.000,0.000,7.850,3.987,4.000
Non Linear decrease,t67,65,7.782,0.000,0.000,7.790,3.979,4.000
Non Linear decrease,t67,66,7.720,0.000,0.000,7.720,3.979,4.000
Non Linear decrease,t67,67,7.657,0.000,0.000,7.660,3.977,4.000
Non Linear decrease,t67,68,7.593,0.000,0.000,7.590,3.979,4.000
Non Linear decrease,t67,69,7.526,0.000,0.000,7.510,3.995,4.000
Non Linear decrease,t67,70,7.457,0.000,0.000,7.460,3.992,4.000
Non Linear decrease,t67,71,7.386,0.000,0.000,7.390,3.987,4.000
Non Linear decrease,t67,72,7.312,0.000,0.000,7.310,3.989,4.000
Non Linear decrease,t67,73,7.236,0.000,0.000,7.230,3.995,4.000
Non Linear decrease,t67,74,7.157,0.000,0.000,7.160,3.992,4.000
Non Linear decrease,t67,75,7.075,0.000,0.000,7.070,3.997,4.000
Non Linear decrease,t67,76,6.990,0.000,0.000,7.000,3.986,4.000
Non Linear decrease,t67,77,6.901,0.000,0.000,6.910,3.978,4.000
Non Linear decrease,t67,78,6.809,0.000,0.000,6.800,3.986,4.000
Non Linear decrease,t67,79,6.712,0.000,0.000,6.730,3.968,4.000
Non Linear decrease,t67,80,6.611,0.000,0.000,6.610,3.969,4.000
Non Linear decrease,t67,81,6.505,0.000,0.000,6.510,3.965,4.000
Non Linear decrease,t67,82,6.394,0.000,0.000,6.390,3.968,4.000
Non Linear decrease,t67,83,6.276,0.000,0.000,6.250,3.995,4.000
Non Linear decrease,t67,84,6.152,0.000,0.000,6.160,3.987,4.000
Non Linear decrease,t67,85,6.021,0.000,0.000,6.030,3.978,4.000
Non Linear decrease,t67,86,5.880,0.000,0.000,5.900,3.958,4.000
Non Linear decrease,t67,87,5.731,0.000,0.000,5.740,3.949,4.000
Non Linear decrease,t67,88,5.570,0.000,0.000,0.000,9.518,4.000
Non Linear decrease,t67,89,5.396,0.000,0.000,12.000,2.914,4.000
Non Linear decrease,t67,90,5.207,0.000,0.000,2.000,6.121,4.000
Non Linear decrease,t67,91,5.000,0.000,0.000,7.230,3.891,4.000
Non Linear decrease,t67,92,4.771,0.000,0.000,4.750,3.912,4.000
Non Linear decrease,t67,93,4.515,0.000,0.000,4.520,3.908,4.000
Non Linear decrease,t67,94,4.225,0.000,0.000,0.000,8.133,4.000
Non Linear decrease,t67,95,3.891,0.000,0.000,8.130,3.894,4.000
Non Linear decrease,t67,96,3.495,0.000,0.000,3.000,4.389,4.000
Non Linear decrease,t67,97,3.010,0.000,0.000,3.200,4.199,4.000
Non Linear decrease,t67,98,2.386,0.000,0.000,2.900,3.685,4.000
Non Linear decrease,t67,99,1.505,0.000,0.000,1.600,3.590,4.000
Non Linear decrease,t67,100,0.000,0.000,0.000,0.750,2.840,4.000
Non Linear decrease,t69,1,10.000,0.000,3.000,1.000,14.000,4.000
Non Linear decrease,t69,2,9.978,0.000,2.000,0.500,25.478,4.000
Non Linear decrease,t69,3,9.956,0.000,2.000,2.000,35.434,4.000
Non Linear decrease,t69,4,9.934,0.000,1.000,5.000,41.368,4.000
Non Linear decrease,t69,5,9.911,0.000,0.000,10.000,41.280,4.000
Non Linear decrease,t69,6,9.889,0.000,1.000,20.000,32.168,4.000
Non Linear decrease,t69,7,9.866,0.000,1.000,30.000,13.034,4.000
Non Linear decrease,t69,8,9.842,0.000,1.000,20.000,3.876,4.000
Non Linear decrease,t69,9,9.819,0.000,1.000,10.000,4.695,4.000
Non Linear decrease,t69,10,9.795,0.000,0.000,10.000,4.490,4.000
Non Linear decrease,t69,11,9.771,0.000,0.000,3.228,11.034,4.000
Non Linear decrease,t69,12,9.747,0.000,0.000,11.772,9.009,4.000
Non Linear decrease,t69,13,9.722,0.000,0.000,13.722,5.009,4.000
Non Linear decrease,t69,14,9.698,0.000,0.000,10.720,3.986,4.000
Non Linear decrease,t69,15,9.672,0.000,0.000,9.700,3.959,4.000
Non Linear decrease,t69,16,9.647,0.000,0.000,6.656,6.950,4.000
Non Linear decrease,t69,17,9.621,0.000,0.000,11.671,4.900,4.000
Non Linear decrease,t69,18,9.595,0.000,0.000,10.615,3.880,4.000
Non Linear decrease,t69,19,9.569,0.000,0.000,9.508,3.942,4.000
Non Linear decrease,t69,20,9.542,0.000,0.000,9.500,3.984,4.000
Non Linear decrease,t69,21,9.515,0.000,0.000,9.500,3.999,4.000
Non Linear decrease,t69,22,9.488,0.000,0.000,9.520,3.968,4.000
Non Linear decrease,t69,23,9.460,0.000,0.000,9.450,3.978,4.000
Non Linear decrease,t69,24,9.432,0.000,0.000,9.450,3.960,4.000
Non Linear decrease,t69,25,9.404,0.000,0.000,9.400,3.965,4.000
Non Linear decrease,t69,26,9.375,0.000,0.000,9.400,3.940,4.000
Non Linear decrease,t69,27,9.346,0.000,0.000,9.300,3.986,4.000
Non Linear decrease,t69,28,9.317,0.000,0.000,9.300,4.003,4.000
Non Linear decrease,t69,29,9.287,0.000,0.000,9.300,3.989,4.000
Non Linear decrease,t69,30,9.256,0.000,0.000,9.250,3.996,4.000
Non Linear decrease,t69,31,9.225,0.000,0.000,9.200,4.021,4.000
Non Linear decrease,t69,32,9.194,0.000,0.000,9.200,4.015,4.000
Non Linear decrease,t69,33,9.163,0.000,0.000,9.200,3.978,4.000
Non Linear decrease,t69,34,9.130,0.000,0.000,9.150,3.958,4.000
Non Linear decrease,t69,35,9.098,0.000,0.000,9.100,3.956,4.000
Non Linear decrease,t69,36,9.065,0.000,0.000,9.000,4.021,4.000
Non Linear decrease,t69,37,9.031,0.000,0.000,9.050,4.001,4.000
Non Linear decrease,t69,38,8.997,0.000,0.000,9.000,3.998,4.000
Non Linear decrease,t69,39,8.962,0.000,0.000,9.000,3.960,4.000
Non Linear decrease,t69,40,8.927,0.000,0.000,8.900,3.987,4.000
Non Linear decrease,t69,41,8.891,0.000,0.000,8.900,3.977,4.000
Non Linear decrease,t69,42,8.854,0.000,0.000,8.850,3.982,4.000
Non Linear decrease,t69,43,8.817,0.000,0.000,8.800,3.999,4.000
Non Linear decrease,t69,44,8.779,0.000,0.000,8.800,3.978,4.000
Non Linear decrease,t69,45,8.741,0.000,0.000,8.750,3.969,4.000
Non Linear decrease,t69,46,8.702,0.000,0.000,8.700,3.971,4.000
Non Linear decrease,t69,47,8.662,0.000,0.000,8.700,3.933,4.000
Non Linear decrease,t69,48,8.621,0.000,0.000,8.600,3.954,4.000
Non Linear decrease,t69,49,8.580,0.000,0.000,8.600,3.934,4.000
Non Linear decrease,t69,50,8.538,0.000,0.000,8.500,3.972,4.000
Non Linear decrease,t69,51,8.495,0.000,0.000,8.500,3.967,4.000
Non Linear decrease,t69,52,8.451,0.000,0.000,8.400,4.018,4.000
Non Linear decrease,t69,53,8.406,0.000,0.000,8.450,3.974,4.000
Non Linear decrease,t69,54,8.360,0.000,0.000,8.400,3.935,4.000
Non Linear decrease,t69,55,8.314,0.000,0.000,8.300,3.949,4.000
Non Linear decrease,t69,56,8.266,0.000,0.000,8.250,3.965,4.000
Non Linear decrease,t69,57,8.217,0.000,0.000,8.250,3.932,4.000
Non Linear decrease,t69,58,8.167,0.000,0.000,8.200,3.899,4.000
Non Linear decrease,t69,59,8.116,0.000,0.000,8.150,3.865,4.000
Non Linear decrease,t69,60,8.064,0.000,0.000,8.100,3.829,4.000
Non Linear decrease,t69,61,8.010,0.000,0.000,8.000,3.840,4.000
Non Linear decrease,t69,62,7.955,0.000,0.000,7.900,3.895,4.000
Non Linear decrease,t69,63,7.899,0.000,0.000,7.900,3.894,4.000
Non Linear decrease,t69,64,7.841,0.000,0.000,7.800,3.935,4.000
Non Linear decrease,t69,65,7.782,0.000,0.000,7.800,3.916,4.000
Non Linear decrease,t69,66,7.720,0.000,0.000,7.700,3.937,4.000
Non Linear decrease,t69,67,7.657,0.000,0.000,7.700,3.894,4.000
Non Linear decrease,t69,68,7.593,0.000,0.000,7.550,3.937,4.000
Non Linear decrease,t69,69,7.526,0.000,0.000,7.500,3.962,4.000
Non Linear decrease,t69,70,7.457,0.000,0.000,7.450,3.969,4.000
Non Linear decrease,t69,71,7.386,0.000,0.000,7.400,3.955,4.000
Non Linear decrease,t69,72,7.312,0.000,0.000,7.300,3.967,4.000
Non Linear decrease,t69,73,7.236,0.000,0.000,7.300,3.903,4.000
Non Linear decrease,t69,74,7.157,0.000,0.000,7.150,3.910,4.000
Non Linear decrease,t69,75,7.075,0.000,0.000,7.050,3.934,4.000
Non Linear decrease,t69,76,6.990,0.000,0.000,7.000,3.924,4.000
Non Linear decrease,t69,77,6.901,0.000,0.000,6.900,3.925,4.000
Non Linear decrease,t69,78,6.809,0.000,0.000,6.800,3.934,4.000
Non Linear decrease,t69,79,6.712,0.000,0.000,6.700,3.946,4.000
Non Linear decrease,t69,80,6.611,0.000,0.000,6.650,3.907,4.000
Non Linear decrease,t69,81,6.505,0.000,0.000,6.500,3.912,4.000
Non Linear decrease,t69,82,6.394,0.000,0.000,6.400,3.906,4.000
Non Linear decrease,t69,83,6.276,0.000,0.000,6.200,3.982,4.000
Non Linear decrease,t69,84,6.152,0.000,0.000,6.200,3.935,4.000
Non Linear decrease,t69,85,6.021,0.000,0.000,6.100,3.855,4.000
Non Linear decrease,t69,86,5.880,0.000,0.000,5.900,3.836,4.000
Non Linear decrease,t69,87,5.731,0.000,0.000,5.600,3.966,4.000
Non Linear decrease,t69,88,5.570,0.000,0.000,5.600,3.936,4.000
Non Linear decrease,t69,89,5.396,0.000,0.000,5.500,3.832,4.000
Non Linear decrease,t69,90,5.207,0.000,0.000,5.250,3.789,4.000
Non Linear decrease,t69,91,5.000,0.000,0.000,5.000,3.789,4.000
Non Linear decrease,t69,92,4.771,0.000,0.000,4.500,4.060,4.000
Non Linear decrease,t69,93,4.515,0.000,0.000,4.700,3.875,4.000
Non Linear decrease,t69,94,4.225,0.000,0.000,4.350,3.751,4.000
Non Linear decrease,t69,95,3.891,0.000,0.000,3.900,3.742,4.000
Non Linear decrease,t69,96,3.495,0.000,0.000,3.500,3.737,4.000
Non Linear decrease,t69,97,3.010,0.000,0.000,2.950,3.797,4.000
Non Linear decrease,t69,98,2.386,0.000,0.000,2.700,3.482,4.000
Non Linear decrease,t69,99,1.505,0.000,0.000,1.500,3.488,4.000
Non Linear decrease,t69,100,0.000,0.000,0.000,1.000,2.488,4.000
Non Linear decrease,t76,1,10.000,0.000,2.000,0.000,14.000,4.000
Non Linear decrease,t76,2,9.978,0.000,0.000,8.000,15.978,4.000
Non Linear decrease,t76,3,9.956,0.000,0.000,11.000,14.934,4.000
Non Linear decrease,t76,4,9.934,0.000,0.000,30.000,-5.132,4.000
Non Linear decrease,t76,5,9.911,0.000,3.000,0.000,7.780,4.000
Non Linear decrease,t76,6,9.889,0.000,0.000,3.000,14.668,4.000
Non Linear decrease,t76,7,9.866,0.000,0.000,36.000,-11.466,4.000
Non Linear decrease,t76,8,9.842,0.000,0.000,20.000,-21.624,4.000
Non Linear decrease,t76,9,9.819,0.000,23.000,0.000,11.195,4.000
Non Linear decrease,t76,10,9.795,0.000,1.000,10.000,11.990,4.000
Non Linear decrease,t76,11,9.771,0.000,0.000,0.000,21.762,4.000
Non Linear decrease,t76,12,9.747,0.000,0.000,9.770,21.739,4.000
Non Linear decrease,t76,13,9.722,0.000,9.750,13.750,27.461,4.000
Non Linear decrease,t76,14,9.698,0.000,9.720,45.000,1.879,4.000
Non Linear decrease,t76,15,9.672,0.000,4.000,6.000,9.551,4.000
Non Linear decrease,t76,16,9.647,0.000,2.000,10.000,11.198,4.000
Non Linear decrease,t76,17,9.621,0.000,2.000,20.000,2.819,4.000
Non Linear decrease,t76,18,9.595,0.000,1.000,2.000,11.415,4.000
Non Linear decrease,t76,19,9.569,0.000,2.000,15.000,7.984,4.000
Non Linear decrease,t76,20,9.542,0.000,2.000,16.000,3.526,4.000
Non Linear decrease,t76,21,9.515,0.000,1.500,10.000,4.542,4.000
Non Linear decrease,t76,22,9.488,0.000,1.000,10.500,4.530,4.000
Non Linear decrease,t76,23,9.460,0.000,0.500,9.750,4.740,4.000
Non Linear decrease,t76,24,9.432,0.000,0.100,11.000,3.273,4.000
Non Linear decrease,t76,25,9.404,0.000,1.000,10.000,3.677,4.000
Non Linear decrease,t76,26,9.375,0.000,0.500,9.500,4.052,4.000
Non Linear decrease,t76,27,9.346,0.000,0.500,9.400,4.498,4.000
Non Linear decrease,t76,28,9.317,0.000,0.100,9.400,4.515,4.000
Non Linear decrease,t76,29,9.287,0.000,0.500,9.600,4.702,4.000
Non Linear decrease,t76,30,9.256,0.000,0.100,10.000,4.058,4.000
Non Linear decrease,t76,31,9.225,0.000,0.010,10.050,3.243,4.000
Non Linear decrease,t76,32,9.194,0.000,0.750,9.200,3.988,4.000
Non Linear decrease,t76,33,9.163,0.000,0.010,9.170,3.990,4.000
Non Linear decrease,t76,34,9.130,0.000,0.010,9.150,3.981,4.000
Non Linear decrease,t76,35,9.098,0.000,0.010,9.120,3.968,4.000
Non Linear decrease,t76,36,9.065,0.000,0.010,9.090,3.953,4.000
Non Linear decrease,t76,37,9.031,0.000,0.010,9.050,3.944,4.000
Non Linear decrease,t76,38,8.997,0.000,0.010,9.000,3.951,4.000
Non Linear decrease,t76,39,8.962,0.000,0.010,8.990,3.932,4.000
Non Linear decrease,t76,40,8.927,0.000,0.010,8.930,3.939,4.000
Non Linear decrease,t76,41,8.891,0.000,0.010,8.910,3.930,4.000
Non Linear decrease,t76,42,8.854,0.000,0.010,8.870,3.924,4.000
Non Linear decrease,t76,43,8.817,0.000,0.010,8.820,3.931,4.000
Non Linear decrease,t76,44,8.779,0.000,0.010,8.790,3.931,4.000
Non Linear decrease,t76,45,8.741,0.000,0.010,8.750,3.932,4.000
Non Linear decrease,t76,46,8.702,0.000,0.010,8.720,3.923,4.000
Non Linear decrease,t76,47,8.662,0.000,0.010,8.670,3.925,4.000
Non Linear decrease,t76,48,8.621,0.000,0.010,8.640,3.917,4.000
Non Linear decrease,t76,49,8.580,0.000,0.010,8.590,3.917,4.000
Non Linear decrease,t76,50,8.538,0.000,0.010,8.550,3.915,4.000
Non Linear decrease,t76,51,8.495,0.000,0.000,8.530,3.879,4.000
Non Linear decrease,t76,52,8.451,0.000,0.040,8.470,3.900,4.000
Non Linear decrease,t76,53,8.406,0.000,0.030,8.420,3.917,4.000
Non Linear decrease,t76,54,8.360,0.000,0.000,8.400,3.877,4.000
Non Linear decrease,t76,55,8.314,0.000,0.010,8.320,3.881,4.000
Non Linear decrease,t76,56,8.266,0.000,0.010,8.260,3.897,4.000
Non Linear decrease,t76,57,8.217,0.000,0.050,8.210,3.954,4.000
Non Linear decrease,t76,58,8.167,0.000,0.010,8.170,3.962,4.000
Non Linear decrease,t76,59,8.116,0.000,0.030,8.130,3.978,4.000
Non Linear decrease,t76,60,8.064,0.000,0.010,8.090,3.962,4.000
Non Linear decrease,t76,61,8.010,0.000,0.020,8.020,3.972,4.000
Non Linear decrease,t76,62,7.955,0.000,0.010,7.970,3.967,4.000
Non Linear decrease,t76,63,7.899,0.000,0.010,7.940,3.936,4.000
Non Linear decrease,t76,64,7.841,0.000,0.000,7.860,3.917,4.000
Non Linear decrease,t76,65,7.782,0.000,0.010,7.790,3.919,4.000
Non Linear decrease,t76,66,7.720,0.000,0.000,7.740,3.899,4.000
Non Linear decrease,t76,67,7.657,0.000,0.000,7.670,3.887,4.000
Non Linear decrease,t76,68,7.593,0.000,0.000,7.560,3.919,4.000
Non Linear decrease,t76,69,7.526,0.000,0.000,7.520,3.925,4.000
Non Linear decrease,t76,70,7.457,0.000,0.000,7.480,3.902,4.000
Non Linear decrease,t76,71,7.386,0.000,0.010,7.390,3.907,4.000
Non Linear decrease,t76,72,7.312,0.000,0.000,7.310,3.909,4.000
Non Linear decrease,t76,73,7.236,0.000,0.000,7.210,3.935,4.000
Non Linear decrease,t76,74,7.157,0.000,0.000,7.170,3.922,4.000
Non Linear decrease,t76,75,7.075,0.000,0.000,7.080,3.917,4.000
Non Linear decrease,t76,76,6.990,0.000,0.000,6.970,3.936,4.000
